was_delayed,daily_rainfall,did_rain,Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,event_id
False,2.352,False,US,07/31/2014,2137,N950UW,LGA,07:00,20191118194418428
False,0.803,False,US,06/23/2014,2111,N815AW,DCA,11:00,20191118194414818
False,2.151,True,US,10/02/2014,2161,N945UW,LGA,19:00,20191118194401549
False,0.692,False,US,08/15/2014,2105,N806AW,DCA,08:00,20191118194409956
False,0.972,True,US,11/02/2014,722,N832AW,PHL,18:30,20191118194406140
False,0.496,True,US,05/02/2014,740,N967UW,PHL,15:30,20191118194410837
False,1.816,False,US,01/16/2014,657,N659AW,CLT,09:45,20191118194403716
False,0.158,False,US,01/31/2014,1886,N946UW,PHL,20:30,20191118194404481
True,1.752,False,US,11/10/2014,714,N948UW,PHL,15:30,20191118194406548
False,0.225,True,US,04/07/2014,1703,N958UW,PHL,13:30,20191118194404837
False,0.266,False,US,03/05/2014,1809,N953UW,PHL,09:30,20191118194407758
False,0.377,False,US,05/03/2014,1798,N752US,CLT,17:07,20191118194410900
False,1.646,True,US,03/10/2014,576,N828AW,PHX,09:50,20191118194407993
False,0.461,False,US,04/20/2014,2059,N174US,CLT,11:13,20191118194405542
False,1.809,False,US,06/23/2014,2131,N815AW,DCA,21:00,20191118194414828
True,0.515,False,US,09/16/2014,2157,N958UW,LGA,17:00,20191118194416052
False,1.456,False,US,10/19/2014,738,N961UW,PHL,17:30,20191118194402385
False,2.271,True,US,06/13/2014,2105,N835AW,DCA,08:00,20191118194414308
True,0.832,True,US,02/14/2014,1819,N946UW,PHL,10:30,20191118194400671
False,1.718,False,US,02/04/2014,2139,N752US,LGA,08:00,20191118194400163
False,2.817,False,US,03/21/2014,2131,N750UW,DCA,21:00,20191118194408656
True,0.455,False,US,05/09/2014,2115,N810AW,DCA,13:00,20191118194411234
False,0.83,False,US,04/06/2014,840,N167US,CLT,06:00,20191118194404795
False,0.042,False,US,08/28/2014,2103,N830AW,DCA,07:00,20191118194410634
False,1.666,False,US,04/06/2014,1739,N957UW,PHL,05:30,20191118194404798
False,0.279,True,US,08/31/2014,543,N127UW,PHL,07:00,20191118194410749
False,1.868,False,US,04/25/2014,1904,N704US,CLT,05:00,20191118194405827
False,0.949,True,US,04/04/2014,1826,N193UW,PHL,07:30,20191118194404719
True,0.141,True,US,02/13/2014,561,N647AW,PHX,19:00,20191118194400593
False,1.49,True,US,11/26/2014,681,N197UW,PHX,16:20,20191118194407394
False,0.047,False,US,06/09/2014,1938,N752US,CLT,17:05,20191118194414056
False,0.078,False,US,08/28/2014,2107,N745VJ,DCA,09:00,20191118194410636
False,1.919,False,US,02/01/2014,1892,N177US,CLT,11:06,20191118194400016
False,1.504,True,US,01/05/2014,2053,N110UW,CLT,08:10,20191118194403191
False,1.442,True,US,02/09/2014,1788,N536UW,CLT,19:15,20191118194400392
False,1.317,False,US,11/04/2014,2125,N833AW,DCA,18:00,20191118194406272
False,1.822,True,US,07/03/2014,2127,N801AW,DCA,19:00,20191118194416955
False,1.305,True,US,01/14/2014,2119,N716UW,DCA,14:00,20191118194403631
False,0.367,False,US,11/03/2014,522,N658AW,CLT,09:45,20191118194406172
False,2.634,False,US,08/04/2014,738,N750UW,PHL,17:30,20191118194409312
False,2.555,False,US,03/26/2014,2135,N944UW,LGA,06:45,20191118194408906
False,1.596,False,US,07/08/2014,2105,N767UW,DCA,08:00,20191118194417159
False,0.161,False,US,09/24/2014,2123,N746UW,DCA,17:00,20191118194416462
False,0.368,False,US,03/11/2014,2051,N563UW,PHL,06:30,20191118194408080
False,1.863,False,US,11/20/2014,1744,N724UW,PHL,06:30,20191118194407099
True,1.786,False,US,06/25/2014,800,N567UW,CLT,19:13,20191118194414916
True,0.794,False,US,11/19/2014,2161,N959UW,LGA,19:00,20191118194407083
False,0.811,False,US,08/01/2014,2143,N967UW,LGA,10:00,20191118194409223
False,0.198,True,US,04/08/2014,2147,N952UW,LGA,12:00,20191118194404940
False,1.98,True,US,01/10/2014,2127,N704US,DCA,18:00,20191118194403456
False,0.261,False,US,03/05/2014,2139,N702UW,LGA,08:00,20191118194407788
False,2.305,True,US,10/24/2014,2139,N961UW,LGA,08:00,20191118194402711
False,0.054,True,US,05/10/2014,2109,N955UW,DCA,10:00,20191118194411280
False,1.055,False,US,07/24/2014,2139,N944UW,LGA,08:00,20191118194418052
False,0.634,False,US,09/25/2014,2137,N963UW,LGA,07:00,20191118194416531
False,1.417,True,US,05/26/2014,2125,N834AW,DCA,18:00,20191118194412089
False,1.559,False,US,08/19/2014,2056,N524UW,CLT,12:50,20191118194410142
True,0.227,True,US,09/30/2014,1886,N814AW,PHL,20:30,20191118194416749
True,0.258,False,US,09/08/2014,1799,N171US,CLT,14:40,20191118194415587
True,0.494,False,US,08/14/2014,629,N585UW,PHX,16:30,20191118194409866
False,2.403,False,US,04/01/2014,1791,N194UW,CLT,12:45,20191118194404531
False,0.295,True,US,12/07/2014,714,N806AW,PHL,15:30,20191118194412686
False,0.72,True,US,04/16/2014,1776,N945UW,PHL,14:30,20191118194405330
False,1.399,False,US,04/19/2014,1831,N196UW,CLT,08:05,20191118194405510
False,0.036,False,US,03/27/2014,2127,N758US,DCA,19:00,20191118194408964
False,2.325,False,US,11/08/2014,2080,N832AW,CLT,17:00,20191118194406493
False,0.869,True,US,08/31/2014,1719,N108UW,CLT,12:50,20191118194410759
False,1.694,False,US,04/18/2014,401,N829AW,PHX,10:00,20191118194405439
False,1.224,True,US,06/17/2014,672,N508AY,PHL,07:30,20191118194414473
False,1.836,False,US,08/12/2014,1938,N827AW,CLT,17:05,20191118194409765
False,1.887,True,US,12/18/2014,2135,N952UW,LGA,06:45,20191118194413279
False,2.446,False,US,11/09/2014,1799,N569UW,CLT,14:40,20191118194406511
False,1.063,False,US,05/14/2014,2119,N712US,DCA,15:00,20191118194411483
False,0.233,False,US,07/17/2014,629,N183UW,PHX,16:30,20191118194417630
False,1.061,False,US,10/18/2014,2139,N956UW,LGA,08:00,20191118194402376
False,1.197,False,US,05/21/2014,722,N954UW,PHL,18:30,20191118194411824
False,0.471,True,US,07/28/2014,1703,N961UW,PHL,13:30,20191118194418211
False,1.568,False,US,11/18/2014,1776,N963UW,PHL,14:30,20191118194406979
False,0.228,True,US,08/13/2014,2105,N749US,DCA,08:00,20191118194409832
False,0.291,True,US,12/03/2014,1980,N586UW,CLT,11:05,20191118194412504
False,1.041,True,US,11/17/2014,647,N658AW,PHX,06:05,20191118194406910
False,0.704,False,US,06/09/2014,2157,N953UW,LGA,17:00,20191118194414089
True,2.639,False,US,10/15/2014,2043,N828AW,CLT,17:05,20191118194402196
False,1.325,False,US,04/28/2014,2137,N948UW,LGA,07:00,20191118194405978
True,1.674,False,US,07/08/2014,1938,N833AW,CLT,17:05,20191118194417153
False,0.145,False,US,02/17/2014,722,N951UW,PHL,18:30,20191118194400780
False,0.06,False,US,08/14/2014,2133,N947UW,LGA,06:00,20191118194409908
False,0.939,False,US,11/05/2014,1703,N967UW,PHL,13:30,20191118194406303
False,2.612,False,US,06/20/2014,2107,N818AW,DCA,09:00,20191118194414686
False,2.595,True,US,01/21/2014,2149, ,LGA,13:00,20191118194403983
True,2.035,True,US,08/07/2014,1776,N948UW,PHL,14:30,20191118194409503
False,2.42,False,US,07/02/2014,2151,N961UW,LGA,14:00,20191118194416905
False,2.145,False,US,12/14/2014,2147,N947UW,LGA,12:00,20191118194413070
False,1.853,False,US,05/29/2014,1799,N537UW,CLT,14:35,20191118194412232
False,1.047,False,US,04/02/2014,728,N961UW,PHL,17:30,20191118194404583
False,1.544,False,US,04/28/2014,1799,N556UW,CLT,14:35,20191118194405946
False,1.199,False,US,09/23/2014,1799,N193UW,CLT,14:40,20191118194416377
False,2.279,False,US,11/20/2014,2129,N763US,DCA,20:00,20191118194407128
False,0.506,True,US,05/22/2014,873,N679AW,CLT,09:45,20191118194411889
False,1.018,False,US,05/29/2014,2161,N957UW,LGA,19:00,20191118194412275
False,1.969,False,US,10/20/2014,2127,N814AW,DCA,19:00,20191118194402461
False,2.282,True,US,06/13/2014,1755,N955UW,PHL,19:30,20191118194414291
False,0.297,False,US,06/09/2014,647,N657AW,PHX,06:25,20191118194414036
False,0.209,False,US,05/13/2014,2143,N959UW,LGA,10:00,20191118194411435
False,1.0,True,US,02/14/2014,2109, ,DCA,09:00,20191118194400685
False,1.017,False,US,05/29/2014,2127,N762US,DCA,19:00,20191118194412258
False,0.611,False,US,09/15/2014,2147,N953UW,LGA,12:00,20191118194415990
False,0.036,False,US,09/24/2014,522,N661AW,CLT,09:45,20191118194416422
False,2.556,False,US,08/30/2014,1848,N949UW,PHL,08:30,20191118194410736
False,1.379,True,US,04/07/2014,2137,N945UW,LGA,07:00,20191118194404875
False,1.368,False,US,07/17/2014,1701,N946UW,PHL,08:30,20191118194417640
False,1.876,False,US,05/08/2014,2133,N955UW,LGA,06:00,20191118194411182
True,0.621,False,US,10/15/2014,2043,N828AW,CLT,17:05,20191118194402196
True,1.852,False,US,11/21/2014,1819,N946UW,PHL,10:30,20191118194407165
False,0.553,False,US,09/15/2014,2161,N951UW,LGA,19:00,20191118194415997
False,2.117,False,US,06/12/2014,445,N189UW,CLT,06:10,20191118194414215
False,2.885,False,US,02/07/2014,728,N948UW,PHL,17:30,20191118194400301
False,1.679,False,US,07/06/2014,597,N765US,PHX,10:15,20191118194417030
False,1.491,False,US,06/18/2014,2127,N762US,DCA,19:00,20191118194414571
False,2.552,False,US,08/15/2014,2033,N967UW,PHL,12:30,20191118194409951
False,1.463,True,US,05/01/2014,657,N654AW,CLT,09:55,20191118194410773
False,1.609,False,US,09/18/2014,1918,N954UW,PHL,17:00,20191118194416140
False,1.436,False,US,12/14/2014,2111,N762US,DCA,11:00,20191118194413057
False,0.022,True,US,12/03/2014,1875,N122US,CLT,12:50,20191118194412500
True,1.741,False,US,09/14/2014,2111,N755US,DCA,11:00,20191118194415921
False,1.751,False,US,05/21/2014,2149,N967UW,LGA,13:00,20191118194411870
False,1.071,False,US,01/23/2014,2111,N710UW,DCA,10:00,20191118194404082
False,1.986,False,US,06/02/2014,2161,N950UW,LGA,19:00,20191118194413718
False,1.271,False,US,08/26/2014,2113,N832AW,DCA,12:00,20191118194410517
False,0.873,False,US,01/16/2014,2129,N746UW,DCA,19:00,20191118194403754
False,1.764,False,US,10/06/2014,2135,N954UW,LGA,06:45,20191118194401724
False,2.684,False,US,02/28/2014,738,N951UW,PHL,19:30,20191118194401376
False,2.159,False,US,03/23/2014,773,N104UW,PHL,08:30,20191118194408706
False,2.44,False,US,03/26/2014,2111,N725UW,DCA,11:00,20191118194408894
False,1.365,False,US,07/24/2014,2109,N742PS,DCA,10:00,20191118194418037
False,0.7,False,US,09/23/2014,2131,N814AW,DCA,21:00,20191118194416406
False,2.401,True,US,04/27/2014,2145,N956UW,LGA,11:00,20191118194405926
False,1.408,False,US,11/04/2014,1904,N701UW,CLT,05:00,20191118194406251
True,0.306,True,US,08/07/2014,738,N802AW,PHL,17:30,20191118194409496
False,1.147,False,US,01/08/2014,657,N649AW,CLT,09:45,20191118194403300
False,2.773,True,US,03/20/2014,657,N680AW,CLT,09:40,20191118194408553
False,0.78,False,US,01/16/2014,1788,N558UW,CLT,19:15,20191118194403727
False,1.05,False,US,07/02/2014,2137,N954UW,LGA,07:00,20191118194416898
False,2.214,False,US,07/01/2014,2127,N827AW,DCA,19:00,20191118194416832
False,1.471,False,US,04/29/2014,2070,N561UW,CLT,12:45,20191118194406019
False,2.095,False,US,09/05/2014,1819,N947UW,PHL,10:30,20191118194415463
False,2.97,False,US,08/17/2014,2131,N765US,DCA,21:00,20191118194410047
False,0.202,True,US,05/19/2014,2159,N963UW,LGA,18:00,20191118194411754
False,2.249,False,US,10/21/2014,2125,N832AW,DCA,18:00,20191118194402520
False,0.693,False,US,10/31/2014,2149,N954UW,LGA,13:00,20191118194403081
False,1.638,True,US,10/01/2014,522,N657AW,CLT,09:45,20191118194401428
False,2.816,True,US,01/21/2014,2117, ,DCA,13:00,20191118194403967
False,2.821,False,US,11/07/2014,2109,N755US,DCA,10:00,20191118194406445
False,0.499,False,US,06/18/2014,2117,N762US,DCA,14:00,20191118194414566
False,0.434,False,US,06/09/2014,800,N178US,CLT,19:13,20191118194414042
False,0.38,False,US,05/12/2014,647,N663AW,PHX,06:10,20191118194411329
False,0.778,False,US,10/14/2014,2145,N948UW,LGA,11:00,20191118194402159
False,1.616,True,US,04/12/2014,582,N840AW,PHX,06:10,20191118194405132
False,0.836,False,US,06/25/2014,2070,N565UW,CLT,12:50,20191118194414933
False,0.703,False,US,08/25/2014,2143,N958UW,LGA,10:00,20191118194410473
False,1.209,True,US,05/01/2014,2115,N767UW,DCA,13:00,20191118194410805
False,2.055,False,US,10/31/2014,2153,N957UW,LGA,15:00,20191118194403083
False,0.449,False,US,07/13/2014,2101,N957UW,DCA,06:00,20191118194417421
False,2.648,False,US,06/06/2014,2125,N762US,DCA,18:00,20191118194413944
False,0.036,False,US,03/02/2014,2107,N769US,DCA,08:00,20191118194407604
False,2.043,False,US,09/03/2014,2153,N946UW,LGA,15:00,20191118194415379
False,0.705,True,US,01/21/2014,2149, ,LGA,13:00,20191118194403983
False,2.752,True,US,10/07/2014,2123,N742PS,DCA,17:00,20191118194401778
False,1.328,False,US,04/11/2014,2123,N745VJ,DCA,17:00,20191118194405110
False,0.717,True,US,05/26/2014,2121,N756US,DCA,16:00,20191118194412087
True,0.618,False,US,07/15/2014,643,N673AW,CLT,09:45,20191118194417508
False,1.851,True,US,07/07/2014,1703,N959UW,PHL,13:30,20191118194417081
False,1.395,False,US,10/15/2014,1701,N949UW,PHL,08:30,20191118194402179
False,2.562,False,US,08/08/2014,2137,N954UW,LGA,07:00,20191118194409596
False,0.04,False,US,04/14/2014,2151,N949UW,LGA,14:00,20191118194405251
False,0.537,True,US,08/02/2014,531,N810AW,PHX,06:25,20191118194409235
True,2.71,False,US,07/29/2014,2153,N949UW,LGA,15:00,20191118194418313
False,1.35,False,US,06/24/2014,2033,N944UW,PHL,12:30,20191118194414871
True,2.429,True,US,02/21/2014,728,N744P ,PHL,17:30,20191118194401013
False,1.971,False,US,09/27/2014,672,N170US,PHL,07:30,20191118194416610
False,2.533,True,US,10/08/2014,2101,N766US,DCA,06:00,20191118194401828
False,1.602,False,US,03/07/2014,2133,N959UW,LGA,06:00,20191118194407909
False,0.352,False,US,04/21/2014,1938,N721UW,CLT,17:07,20191118194405588
False,1.176,False,US,12/15/2014,2121,N840AW,DCA,16:00,20191118194413109
False,0.486,False,US,10/12/2014,1885,N828AW,CLT,17:05,20191118194402023
True,2.157,False,US,06/18/2014,738,N833AW,PHL,17:30,20191118194414537
False,1.067,True,US,04/27/2014,582,N802AW,PHX,06:10,20191118194405891
False,0.087,False,US,02/22/2014,1917,N194UW,PHL,07:30,20191118194401080
False,2.048,False,US,04/10/2014,2051,N195UW,PHL,06:30,20191118194405036
False,0.172,False,US,09/03/2014,2153,N946UW,LGA,15:00,20191118194415379
True,0.27,True,US,05/01/2014,2149,N957UW,LGA,13:00,20191118194410822
False,0.437,True,US,10/22/2014,1917,N971UY,PHL,07:00,20191118194402563
False,2.368,False,US,01/07/2014,2155,N946UW,LGA,16:00,20191118194403292
False,1.773,False,US,01/13/2014,2139,N702UW,LGA,08:00,20191118194403586
False,0.585,False,US,09/17/2014,2107,N820AW,DCA,09:00,20191118194416087
False,2.21,False,US,09/17/2014,2133,N959UW,LGA,06:00,20191118194416100
False,1.273,False,US,11/11/2014,2133,N967UW,LGA,06:00,20191118194406643
False,0.112,True,US,01/21/2014,2083,N162UW,CLT,12:45,20191118194403959
False,1.422,False,US,05/05/2014,2141, ,LGA,09:00,20191118194411005
False,2.667,True,US,05/01/2014,728,N955UW,PHL,17:30,20191118194410775
False,0.677,False,US,02/04/2014,2135,N957UW,LGA,06:45,20191118194400161
False,2.681,False,US,09/16/2014,2111,N763US,DCA,11:00,20191118194416029
False,0.543,True,US,07/04/2014,672,N178US,PHL,07:30,20191118194416977
True,0.15,False,US,06/12/2014,800,N190UW,CLT,19:13,20191118194414226
False,2.972,False,US,05/08/2014,1809,N949UW,PHL,09:30,20191118194411154
False,2.372,True,US,05/26/2014,2107,N945UW,DCA,09:00,20191118194412080
False,1.413,False,US,01/09/2014,2115,N710UW,DCA,12:00,20191118194403390
True,0.016,False,US,04/29/2014,728,N954UW,PHL,17:30,20191118194405997
False,1.641,True,US,12/07/2014,1839,N770UW,PHL,08:30,20191118194412693
False,2.504,False,US,07/06/2014,2101,N959UW,DCA,06:00,20191118194417047
True,2.863,False,US,08/04/2014,1886,N812AW,PHL,20:30,20191118194409324
False,1.908,False,US,02/12/2014,824,N957UW,PHL,12:30,20191118194400541
False,1.517,False,US,04/11/2014,1904,N751UW,CLT,05:00,20191118194405093
False,1.405,True,US,12/23/2014,1856,N108UW,PHX,09:40,20191118194413428
False,1.682,False,US,05/08/2014,2101,N818AW,DCA,06:00,20191118194411166
False,0.54,False,US,07/10/2014,543,N111US,PHL,06:30,20191118194417251
False,0.298,False,US,09/17/2014,800,N549UW,CLT,19:13,20191118194416063
False,0.513,False,US,08/21/2014,1918,N952UW,PHL,17:00,20191118194410258
True,1.024,False,US,09/16/2014,2141,N944UW,LGA,09:00,20191118194416044
False,2.595,False,US,04/18/2014,2103,N757UW,DCA,07:00,20191118194405469
False,1.223,False,US,11/04/2014,1925,N180US,CLT,06:10,20191118194406256
False,0.216,False,US,08/29/2014,2153,N957UW,LGA,15:00,20191118194410720
False,1.306,False,US,02/24/2014,2121,N745VJ,DCA,15:00,20191118194401169
False,0.389,True,US,02/18/2014,582,N833AW,PHX,06:10,20191118194400830
False,0.368,False,US,10/05/2014,1833,N956UW,PHL,11:30,20191118194401651
True,1.162,False,US,07/15/2014,1776,N956UW,PHL,14:30,20191118194417520
False,0.765,True,US,08/07/2014,2105,N758US,DCA,08:00,20191118194409518
False,1.318,True,US,12/18/2014,1776,N953UW,PHL,14:30,20191118194413258
True,1.771,False,US,09/19/2014,714,N957UW,PHL,15:30,20191118194416184
False,1.002,True,US,02/21/2014,1739,N957UW,PHL,05:30,20191118194401019
False,0.732,False,US,08/17/2014,1933,N948UW,PHL,05:30,20191118194410028
False,0.777,True,US,12/02/2014,2043,N831AW,CLT,17:00,20191118194412448
False,0.906,True,US,12/03/2014,647,N679AW,PHX,06:05,20191118194412485
False,2.713,False,US,02/26/2014,2113,N746UW,DCA,11:00,20191118194401283
False,0.608,False,US,07/06/2014,1938,N750UW,CLT,17:05,20191118194417043
False,2.356,False,US,07/31/2014,1701,N961UW,PHL,08:30,20191118194418394
False,0.062,False,US,10/06/2014,2153,N954UW,LGA,15:00,20191118194401733
True,1.952,False,US,09/19/2014,2147,N944UW,LGA,12:00,20191118194416230
False,1.194,True,US,06/17/2014,647,N662AW,PHX,06:25,20191118194414472
False,0.629,True,US,12/10/2014,2157,N957UW,LGA,17:00,20191118194412889
False,1.125,True,US,01/10/2014,2157,N945UW,LGA,17:00,20191118194403471
False,1.505,True,US,03/28/2014,2131,N711UW,DCA,21:00,20191118194409028
False,2.483,False,US,03/16/2014,740,N952UW,PHL,15:30,20191118194408329
True,1.457,False,US,10/13/2014,2141,N954UW,LGA,09:00,20191118194402097
False,1.583,False,US,06/09/2014,2143,N958UW,LGA,10:00,20191118194414082
False,0.646,False,US,06/06/2014,2070,N578UW,CLT,12:50,20191118194413930
False,1.535,False,US,08/18/2014,1904,N732US,CLT,05:00,20191118194410077
False,1.953,True,US,11/06/2014,2133,N946UW,LGA,06:00,20191118194406397
False,2.374,False,US,10/26/2014,855,N680AW,PHX,10:10,20191118194402757
False,0.457,False,US,07/29/2014,2033,N957UW,PHL,12:30,20191118194418284
False,2.113,False,US,07/21/2014,1701,N959UW,PHL,08:30,20191118194417833
False,2.461,False,US,04/10/2014,840,N180US,CLT,06:00,20191118194405017
False,0.269,False,US,09/23/2014,722,N949UW,PHL,18:30,20191118194416370
False,2.09,True,US,03/10/2014,738,N948UW,PHL,19:30,20191118194407999
False,2.208,False,US,08/20/2014,1909,N957UW,PHL,05:30,20191118194410195
True,0.599,False,US,10/13/2014,2139,N944UW,LGA,08:00,20191118194402096
False,2.372,False,US,09/04/2014,2139,N955UW,LGA,08:00,20191118194415433
False,1.353,True,US,08/27/2014,2149,N954UW,LGA,13:00,20191118194410595
False,2.731,False,US,09/15/2014,629,N586UW,PHX,16:35,20191118194415941
False,0.668,False,US,06/27/2014,2137,N965UW,LGA,07:00,20191118194415078
False,1.585,False,US,04/11/2014,2113,N745VJ,DCA,12:00,20191118194405105
False,2.012,False,US,10/27/2014,2141,N956UW,LGA,09:00,20191118194402839
False,1.12,False,US,01/09/2014,2103,N714US,DCA,06:00,20191118194403384
False,0.825,True,US,05/02/2014,1863,N954UW,PHL,08:30,20191118194410851
False,0.661,False,US,08/17/2014,2159,N954UW,LGA,18:00,20191118194410053
False,1.028,False,US,12/26/2014,626,N540UW,CLT,12:50,20191118194413493
False,2.32,True,US,07/07/2014,597,N821AW,PHX,10:15,20191118194417069
False,2.187,True,US,06/10/2014,2135, ,LGA,06:45,20191118194414139
False,2.995,False,US,11/30/2014,1909,N716UW,PHL,05:30,20191118194407531
False,1.815,True,US,01/27/2014,2145, ,LGA,11:00,20191118194404283
False,0.068,False,US,03/04/2014,2153,N959UW,LGA,15:00,20191118194407736
False,2.624,False,US,03/04/2014,2051,N555AY,PHL,06:30,20191118194407710
False,2.277,True,US,10/04/2014,1775,N959UW,PHL,13:30,20191118194401619
False,1.93,False,US,06/07/2014,1721,N949UW,PHL,11:30,20191118194413975
False,1.073,True,US,12/10/2014,510,N664AW,PHX,09:40,20191118194412835
False,1.148,False,US,09/01/2014,2129,N746UW,DCA,20:00,20191118194415261
False,1.239,True,US,10/01/2014,653,N667AW,PHX,13:15,20191118194401431
False,1.017,True,US,03/29/2014,2113,N952UW,DCA,12:00,20191118194409067
False,0.857,True,US,04/04/2014,1776,N952UW,PHL,14:30,20191118194404713
False,1.701,False,US,08/08/2014,722,N953UW,PHL,18:30,20191118194409557
False,1.902,True,US,08/06/2014,752,N170US,CLT,08:05,20191118194409435
False,1.223,False,US,04/09/2014,2143,N947UW,LGA,10:00,20191118194404998
False,2.323,False,US,02/04/2014,2137, ,LGA,07:00,20191118194400162
False,1.526,False,US,10/10/2014,2147,N959UW,LGA,12:00,20191118194401974
False,0.118,False,US,03/18/2014,2113,N730US,DCA,12:00,20191118194408461
False,1.765,True,US,07/05/2014,1917,N542UW,PHL,07:00,20191118194417015
False,1.217,False,US,07/10/2014,2119,N758US,DCA,15:00,20191118194417289
False,2.767,False,US,10/12/2014,722,N822AW,PHL,18:30,20191118194402014
False,0.418,True,US,08/13/2014,2107,N753US,DCA,09:00,20191118194409833
False,0.837,False,US,03/07/2014,2107,N750UW,DCA,09:00,20191118194407896
False,2.308,True,US,02/05/2014,2105,N713UW,DCA,07:00,20191118194400204
True,0.582,True,US,07/03/2014,2147,N947UW,LGA,12:00,20191118194416965
False,1.732,True,US,03/28/2014,2139, ,LGA,08:00,20191118194409032
False,2.271,True,US,04/16/2014,2103,N716UW,DCA,07:00,20191118194405347
False,1.386,True,US,10/23/2014,2125,N836AW,DCA,18:00,20191118194402643
False,2.087,True,US,03/10/2014,1946,N190UW,CLT,06:00,20191118194408017
False,0.474,False,US,07/10/2014,714,N946UW,PHL,15:30,20191118194417258
False,0.771,False,US,04/20/2014,2147,N965UW,LGA,12:00,20191118194405560
False,2.506,True,US,09/13/2014,2109,N961UW,DCA,10:00,20191118194415892
False,0.494,False,US,06/18/2014,586,N680AW,PHX,19:15,20191118194414531
False,0.065,True,US,07/07/2014,672,N543UW,PHL,07:30,20191118194417073
False,1.206,False,US,01/22/2014,854,N758US,PHL,14:30,20191118194404000
True,1.872,True,US,06/13/2014,1701,N961UW,PHL,08:30,20191118194414289
False,1.393,False,US,07/06/2014,2117,N946UW,DCA,14:00,20191118194417055
False,0.444,False,US,03/08/2014,586,N624AW,PHX,19:00,20191118194407927
False,2.938,True,US,09/07/2014,2125,N954UW,DCA,18:00,20191118194415562
False,1.371,False,US,02/24/2014,2125,N733UW,DCA,17:00,20191118194401171
False,1.738,True,US,05/22/2014,2119,N757UW,DCA,15:00,20191118194411918
True,1.193,True,US,03/31/2014,1917,N543UW,PHL,07:30,20191118194409135
False,0.781,False,US,11/05/2014,2143,N946UW,LGA,10:00,20191118194406342
False,1.27,False,US,07/21/2014,1701,N959UW,PHL,08:30,20191118194417833
False,2.882,True,US,05/22/2014,2141,N955UW,LGA,09:00,20191118194411929
False,2.721,False,US,10/21/2014,2163,N967UW,LGA,20:00,20191118194402539
False,2.497,True,US,01/21/2014,2083,N162UW,CLT,12:45,20191118194403959
False,1.82,False,US,12/16/2014,2157,N967UW,LGA,17:00,20191118194413183
False,2.157,False,US,04/17/2014,2151,N948UW,LGA,14:00,20191118194405432
False,1.692,True,US,10/07/2014,1799,N182UW,CLT,14:40,20191118194401753
False,0.017,False,US,07/30/2014,629,N165US,PHX,16:30,20191118194418322
True,1.568,False,US,08/19/2014,800,N177US,CLT,19:10,20191118194410123
False,1.943,False,US,09/23/2014,1776,N953UW,PHL,14:30,20191118194416376
False,0.728,False,US,11/10/2014,2141,N945UW,LGA,09:00,20191118194406588
False,2.479,False,US,11/05/2014,1755,N956UW,PHL,17:00,20191118194406304
False,0.621,False,US,11/25/2014,1809,N951UW,PHL,09:30,20191118194407345
False,0.748,False,US,09/03/2014,2056,N549UW,CLT,12:50,20191118194415352
False,2.834,True,US,02/13/2014,722, ,PHL,18:30,20191118194400597
False,0.194,False,US,10/17/2014,2131,N838AW,DCA,21:00,20191118194402336
False,2.743,False,US,08/14/2014,1776,N967UW,PHL,14:30,20191118194409879
False,0.185,False,US,02/12/2014,2127,N721UW,DCA,18:00,20191118194400572
False,0.445,False,US,11/30/2014,722,N954UW,PHL,18:30,20191118194407521
True,2.202,False,US,11/03/2014,456,N580UW,CLT,08:10,20191118194406171
False,2.558,False,US,06/08/2014,447,N156UW,CLT,12:50,20191118194413992
False,1.269,False,US,05/21/2014,2131,N757UW,DCA,21:00,20191118194411861
False,2.379,True,US,12/02/2014,2131,N768US,DCA,21:00,20191118194412464
False,0.323,True,US,10/04/2014,2113,N954UW,DCA,12:00,20191118194401633
False,0.195,False,US,07/22/2014,1827,N967UW,PHL,11:30,20191118194417901
False,0.979,True,US,12/03/2014,647,N679AW,PHX,06:05,20191118194412485
False,2.432,True,US,05/02/2014,1826,N189UW,PHL,07:30,20191118194410849
False,1.742,True,US,01/14/2014,2153,N955UW,LGA,15:00,20191118194403648
False,1.099,False,US,06/30/2014,1799,N570UW,CLT,14:40,20191118194415177
False,1.159,False,US,12/16/2014,1709,N163US,CLT,06:05,20191118194413140
False,0.205,False,US,07/22/2014,2123,N827AW,DCA,17:00,20191118194417921
False,1.334,True,US,06/14/2014,1980,N839AW,CLT,05:00,20191118194414357
False,0.299,False,US,12/21/2014,2115,N950UW,DCA,13:00,20191118194413368
False,0.32,True,US,01/03/2014,722, ,PHL,18:30,20191118194403137
False,1.75,True,US,02/03/2014,2109,N758US,DCA,09:00,20191118194400097
False,2.919,False,US,05/13/2014,1938,N769US,CLT,17:05,20191118194411407
False,1.263,True,US,12/08/2014,510,N663AW,PHX,09:40,20191118194412722
False,2.726,True,US,12/11/2014,2109,N768US,DCA,10:00,20191118194412924
True,0.175,False,US,01/16/2014,2121,N763US,DCA,15:00,20191118194403750
False,0.882,False,US,03/19/2014,2139,N751UW,LGA,08:00,20191118194408535
False,2.896,False,US,04/03/2014,2040,N961UW,PHL,12:30,20191118194404666
False,2.756,False,US,09/16/2014,1776,N948UW,PHL,14:30,20191118194416009
